Date,Open,High,Low,Close,Adj Close,Volume
2019-11-07,483.799988,493.700012,483.600006,493.700012,492.945435,10
2019-11-08,498.799988,498.799988,487.339996,487.339996,486.595123,10
2019-11-11,495.600006,495.600006,489.200012,491.359985,490.608978,25
2019-11-12,485.799988,487.920013,485.799988,487.920013,487.174255,5
2019-11-13,487.920013,487.920013,487.920013,487.920013,487.174255,0
2019-11-14,523.200012,523.200012,492.000000,492.640015,491.887054,40
2019-11-15,483.799988,483.799988,477.160004,477.859985,477.129608,40
2019-11-18,528.400024,528.400024,481.160004,484.799988,484.058990,80
2019-11-19,432.799988,487.459991,432.799988,487.459991,486.714935,65
2019-11-20,504.200012,504.200012,497.839996,497.839996,497.079102,10
2019-11-21,499.220001,499.220001,499.220001,499.220001,498.456970,0
2019-11-22,494.000000,494.000000,492.440002,492.440002,491.687347,10
2019-11-25,492.200012,492.200012,467.459991,467.459991,466.745514,10
2019-11-26,472.799988,472.799988,471.940002,471.940002,471.218658,5
2019-11-27,469.000000,469.000000,463.220001,463.220001,462.511993,5
2019-11-29,470.200012,474.260010,470.200012,474.260010,473.535126,10
2019-12-02,487.200012,489.540009,485.600006,489.540009,488.791779,55
2019-12-03,514.400024,525.200012,510.799988,510.799988,510.019287,680
2019-12-04,545.000000,545.000000,489.399994,493.579987,492.825592,625
2019-12-05,492.000000,496.200012,492.000000,494.279999,493.524506,75
2019-12-06,470.959991,470.959991,470.959991,470.959991,470.240173,5
2019-12-09,470.399994,477.600006,470.320007,477.600006,476.870026,25
2019-12-10,482.799988,482.799988,470.799988,477.959991,477.229462,110
2019-12-11,468.000000,468.000000,465.859985,465.859985,465.147949,55
2019-12-12,443.200012,443.200012,428.299988,428.299988,427.645355,50
2019-12-13,428.600006,437.040009,418.600006,437.040009,436.372009,50
2019-12-16,418.799988,422.899994,415.799988,422.899994,422.253601,115
2019-12-17,418.019989,418.019989,418.019989,418.019989,417.381104,5
2019-12-18,418.200012,418.200012,414.420013,414.420013,413.786621,10
2019-12-19,409.299988,409.299988,409.299988,409.299988,408.674377,5
2019-12-20,405.200012,405.200012,402.899994,402.899994,402.284180,45
2019-12-23,400.200012,401.399994,392.000000,393.540009,393.446289,85
2019-12-24,392.600006,393.799988,392.600006,393.799988,393.706207,65
2019-12-26,391.519989,391.519989,390.760010,390.760010,390.666962,30
2019-12-27,391.320007,398.000000,391.320007,396.100006,396.005676,125
2019-12-30,412.600006,416.200012,394.799988,403.679993,403.583862,785
2019-12-31,406.399994,406.399994,397.000000,397.160004,397.065430,195
2020-01-02,395.399994,395.399994,381.000000,381.000000,380.909271,220
2020-01-03,394.600006,395.399994,394.600006,395.239990,395.145874,110
2020-01-06,407.000000,407.000000,393.600006,393.600006,393.506287,165
2020-01-07,393.600006,393.839996,384.600006,384.600006,384.508423,80
2020-01-08,381.000000,390.399994,377.079987,381.899994,381.809052,280
2020-01-09,381.399994,381.399994,375.059998,375.820007,375.730530,170
2020-01-10,373.600006,383.480011,373.399994,383.480011,383.388702,110
2020-01-13,380.799988,380.799988,374.260010,374.260010,374.170898,105
2020-01-14,374.140015,375.399994,367.399994,372.500000,372.411285,195
2020-01-15,375.399994,381.399994,374.399994,379.239990,379.149689,190
2020-01-16,366.339996,366.480011,364.000000,364.000000,363.913330,185
2020-01-17,364.000000,365.399994,361.399994,361.399994,361.313934,80
2020-01-21,366.799988,371.000000,363.600006,370.980011,370.891663,240
2020-01-22,368.000000,374.799988,365.799988,374.799988,374.710754,220
2020-01-23,385.399994,385.700012,370.160004,370.160004,370.071869,120
2020-01-24,369.000000,400.600006,369.000000,388.100006,388.007599,260
2020-01-27,436.399994,436.399994,391.140015,428.000000,427.898071,425
2020-01-28,423.600006,423.600006,403.000000,405.339996,405.243469,1375
2020-01-29,404.799988,413.859985,400.399994,413.859985,413.761444,470
2020-01-30,619.799988,619.799988,414.160004,414.160004,414.061371,235
2020-01-31,425.600006,489.799988,425.600006,443.019989,442.914490,490
2020-02-03,430.200012,436.000000,339.619995,433.320007,433.216827,475
2020-02-04,408.000000,408.000000,395.160004,397.260010,397.165405,505
2020-02-05,374.000000,381.000000,374.000000,375.959991,375.870453,600
2020-02-06,373.000000,378.000000,368.799988,374.899994,374.810730,455
2020-02-07,392.200012,397.480011,390.000000,397.480011,397.385376,210
2020-02-10,405.600006,405.600006,391.279999,391.279999,391.186829,325
2020-02-11,378.000000,378.839996,368.200012,373.640015,373.551056,335
2020-02-12,360.600006,360.600006,354.399994,354.779999,354.695526,525
2020-02-13,379.420013,379.420013,360.200012,360.760010,360.674103,115
2020-02-14,364.799988,373.399994,364.600006,370.179993,370.091858,215
2020-02-18,376.799988,383.600006,369.160004,369.160004,369.072113,130
2020-02-19,368.600006,369.500000,360.600006,362.200012,362.113770,165
2020-02-20,360.839996,369.600006,359.000000,363.119995,363.033539,275
2020-02-21,372.799988,389.000000,372.799988,386.399994,386.307983,780
2020-02-24,425.000000,460.000000,421.799988,439.640015,439.535339,995
